file_name,total_days,days_with_DO_below_3,days_11am_DO_below_3,per,latitude,longitude,lc5_point,lc5_name,lc5_dom_2km,lc5_dom_name_2km,p_urban_2km,p_crop_2km,p_other_2km,p_wetland_2km,p_natural_2km,human_share,human_impacted,landuse_group
2591,574,309,1,99.6763754,24.946646,102.706839,3,Urban,3,Urban,0.75,0,0.25,0,0,0.75,TRUE,Urban-dominated
2592,649,1,0,100,27.17941,99.151708,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2593,615,8,0,100,24.195343,103.108814,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2595,561,3,0,100,26.341758,103.264753,2,Cropland,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2596,595,8,5,37.5,27.188602,100.904089,1,Natural vegetation,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2601,50,28,0,100,26.861431,100.220307,3,Urban,1,Natural vegetation,0.25,0.25,0,0,0.5,0.5,TRUE,Natural-dominated
2604,622,5,3,40,25.568941,100.178267,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2605,657,38,0,100,24.200715,102.4234,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2607,604,225,4,98.22222222,24.824166,102.7676,3,Urban,3,Urban,0.5,0,0.5,0,0,0.5,TRUE,Urban-dominated
2608,675,66,41,37.87878788,25.59304,100.221316,3,Urban,1,Natural vegetation,0.25,0,0.25,0,0.5,0.25,FALSE,Natural-dominated
2609,457,4,2,50,27.795905,99.813832,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2613,637,156,0,100,24.924339,102.725061,5,Other,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2614,672,22,0,100,25.220989,102.505553,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2616,639,1,0,100,23.262287,99.676621,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2617,612,107,22,79.43925234,25.337579,103.233232,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2618,713,5,0,100,28.598761,103.971257,3,Urban,1,Natural vegetation,0,0,0.25,0.25,0.5,0,FALSE,Natural-dominated
2624,694,12,0,100,26.743353,103.505731,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2626,190,29,9,68.96551724,24.992944,102.654327,3,Urban,3,Urban,0.5,0,0,0.5,0,0.5,TRUE,Urban-dominated
2630,657,1,1,0,24.111735,102.75097,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2632,635,122,4,96.72131148,24.155922,102.446686,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2634,640,266,17,93.60902256,26.943372,100.620865,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2636,195,2,0,100,25.717534,100.238235,1,Natural vegetation,5,Other,0,0,1,0,0,0,FALSE,Mixed
2642,644,29,0,100,25.041489,102.748474,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2643,589,1,0,100,25.211904,102.47833,1,Natural vegetation,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2645,629,21,0,100,24.448543,103.436917,2,Cropland,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2646,666,14,2,85.71428571,26.890883,100.219753,3,Urban,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
2647,614,1,1,0,24.85047,101.999503,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2648,678,58,47,18.96551724,25.019045,102.682976,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2649,584,14,0,100,24.666808,98.233033,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2650,646,1,0,100,25.771733,103.920583,5,Other,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2651,697,11,0,100,26.588653,100.188942,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2652,639,36,9,75,23.255495,104.487444,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2653,634,21,8,61.9047619,23.018383,103.344087,3,Urban,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2655,652,92,2,97.82608696,25.029147,102.678433,3,Urban,3,Urban,0.75,0,0,0.25,0,0.75,TRUE,Urban-dominated
2658,639,43,37,13.95348837,23.900462,106.15664,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2660,514,8,3,62.5,27.559972,99.035696,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2661,678,35,0,100,24.876459,102.477035,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2665,671,3,0,100,24.396192,98.518682,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2669,647,29,3,89.65517241,25.090788,103.134416,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2670,624,6,0,100,26.93877,100.061806,1,Natural vegetation,5,Other,0,0,1,0,0,0,FALSE,Mixed
2673,198,2,0,100,40.819102,111.664859,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2681,714,21,10,52.38095238,39.673915,116.526519,2,Cropland,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
2685,787,16,4,75,39.834406,116.425261,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2687,606,61,2,96.72131148,39.735711,116.903395,2,Cropland,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
2688,352,1,0,100,39.899404,116.44061,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2689,791,1,1,0,40.309662,116.592811,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2690,796,18,3,83.33333333,39.907408,116.618333,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2691,828,23,11,52.17391304,39.7572,116.03895,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2692,776,99,24,75.75757576,40.026901,116.349049,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2693,700,5,1,80,39.941767,116.32528,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2694,714,89,64,28.08988764,40.412399,116.305631,1,Natural vegetation,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2695,796,107,23,78.5046729,39.654948,116.574886,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2696,785,51,0,100,39.977668,116.365688,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2697,775,1,0,100,40.430962,115.959848,2,Cropland,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2698,782,3,0,100,40.094418,116.298616,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2699,821,6,2,66.66666667,39.956847,116.39537,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2701,754,2,0,100,41.722564,125.941497,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2702,647,6,0,100,44.682265,123.168748,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2704,591,5,2,60,44.598827,125.944944,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2705,642,40,21,47.5,44.758751,125.680294,2,Cropland,2,Cropland,0,0.75,0,0.25,0,0.75,TRUE,Ag-dominated
2707,563,14,8,42.85714286,43.252547,124.374963,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2709,324,2,0,100,43.667467,126.657307,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2713,695,1,0,100,43.804344,125.902096,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2714,305,2,0,100,44.42767,126.363826,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2716,597,9,4,55.55555556,45.704479,124.033104,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2717,764,2,0,100,43.342228,125.288981,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2722,755,9,4,55.55555556,44.835289,126.530466,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2723,692,19,8,57.89473684,41.470043,126.137606,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2724,804,1,0,100,41.997573,127.333863,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2726,314,2,1,50,43.829095,126.56626,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2727,731,80,40,50,43.896536,125.32599,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2728,688,1,1,0,44.348903,126.741232,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2734,764,2,0,100,43.651058,125.886685,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2736,794,1,0,100,30.913256,104.394305,5,Other,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2738,675,1,0,100,31.938295,106.016657,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2741,672,2,0,100,29.106833,105.649307,2,Cropland,2,Cropland,0,0.75,0,0,0.25,0.75,TRUE,Ag-dominated
2742,626,1,1,0,32.386776,105.739457,1,Natural vegetation,2,Cropland,0.25,0.5,0,0,0.25,0.75,TRUE,Ag-dominated
2743,789,1,0,100,28.46181,105.617896,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2744,527,20,15,25,31.09342,102.864996,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2745,300,12,8,33.33333333,30.057141,101.077814,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2747,822,2,0,100,30.499615,104.035727,3,Urban,3,Urban,0.75,0,0,0,0.25,0.75,TRUE,Urban-dominated
2750,707,38,2,94.73684211,31.141915,102.423009,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2753,677,9,6,33.33333333,30.899389,103.960365,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2756,662,21,17,19.04761905,27.965618,102.131198,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2757,742,20,11,45,30.45568,104.003892,2,Cropland,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2760,667,1,1,0,30.651651,104.075931,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2761,769,4,2,50,31.31484,104.400543,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2766,681,1,1,0,30.381788,103.869644,2,Cropland,2,Cropland,0.25,0.5,0,0,0.25,0.75,TRUE,Ag-dominated
2768,625,21,4,80.95238095,27.888273,102.251128,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2770,803,4,0,100,31.376229,104.896536,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2772,658,3,1,66.66666667,31.676821,107.62806,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2780,801,1,1,0,29.504172,103.74717,1,Natural vegetation,1,Natural vegetation,0.25,0.25,0,0,0.5,0.5,TRUE,Natural-dominated
2783,685,1,1,0,31.286621,105.271433,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2786,816,4,0,100,28.887274,105.401685,3,Urban,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
2789,321,1,1,0,28.898659,104.95491,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2791,735,44,18,59.09090909,31.028382,106.619841,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2793,593,2,0,100,29.891922,104.636796,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2794,609,1,0,100,31.040764,106.862146,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
2795,773,1,1,0,31.065617,105.190887,5,Other,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2799,596,11,2,81.81818182,31.535904,104.372125,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2801,611,6,1,83.33333333,29.401596,103.827306,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2803,667,9,5,44.44444444,32.389563,105.781436,1,Natural vegetation,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2805,676,3,3,0,32.189997,105.415702,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2806,759,9,3,66.66666667,31.018642,104.859137,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2807,753,7,2,71.42857143,30.558761,105.511944,2,Cropland,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2808,702,60,44,26.66666667,30.321626,105.340003,1,Natural vegetation,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2817,748,1,0,100,26.5972815,101.5065686,5,Other,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2819,824,28,6,78.57142857,40.030984,117.613633,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2820,431,8,3,62.5,40.040942,117.498843,5,Other,5,Other,0.25,0,0.5,0.25,0,0.25,FALSE,Mixed
2821,812,126,54,57.14285714,39.150547,117.160843,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2822,619,16,3,81.25,38.763512,117.565847,4,Wetland,3,Urban,0.5,0,0.5,0,0,0.5,TRUE,Urban-dominated
2823,847,65,35,46.15384615,39.177685,117.178687,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2824,22,4,4,0,38.680679,117.083436,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2825,457,17,8,52.94117647,38.075104,114.295174,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2826,681,137,88,35.76642336,39.057732,117.656499,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2827,797,57,24,57.89473684,39.162712,117.172691,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2828,796,11,2,81.81818182,39.399788,117.364817,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2830,790,2,0,100,40.037261,117.444056,5,Other,3,Urban,0.75,0,0,0.25,0,0.75,TRUE,Urban-dominated
2831,692,38,9,76.31578947,38.575858,117.311264,4,Wetland,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
2832,796,54,14,74.07407407,39.099467,117.236295,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2833,755,63,28,55.55555556,39.047531,117.345251,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2834,818,41,15,63.41463415,39.880008,117.401466,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2835,801,51,28,45.09803922,38.689473,117.107112,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2836,688,42,8,80.95238095,38.987431,117.719872,5,Other,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2837,676,57,22,61.40350877,39.084158,117.200983,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2838,790,2,0,100,40.135123,117.975537,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2840,565,2,0,100,38.813644,106.67004,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2843,531,6,0,100,35.834736,106.8165,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2844,408,1,0,100,37.481685,105.563539,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2845,612,3,1,66.66666667,38.44729,106.29814,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2850,793,82,50,39.02439024,31.502262,117.258837,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2851,796,81,45,44.44444444,30.758719,118.686325,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2852,799,34,11,67.64705882,31.577988,117.87603,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2853,767,29,2,93.10344828,31.95972,117.499594,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2855,659,39,9,76.92307692,33.51521,116.943445,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2856,604,5,1,80,30.20963,116.914531,3,Urban,5,Other,0,0,1,0,0,0,FALSE,Mixed
2857,677,4,1,75,32.388833,116.429457,2,Cropland,2,Cropland,0,0.75,0.25,0,0,0.75,TRUE,Ag-dominated
2859,790,18,6,66.66666667,32.199777,118.417907,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2861,685,5,2,60,33.127823,117.879486,3,Urban,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
2862,660,29,10,65.51724138,32.605506,116.764262,2,Cropland,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2864,800,38,21,44.73684211,30.584347,117.078305,5,Other,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2865,681,220,171,22.27272727,33.262629,117.804218,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2866,668,148,63,57.43243243,33.85356,117.280926,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2867,689,55,19,65.45454545,33.138513,116.19039,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2868,651,1,0,100,31.016411,118.952277,2,Cropland,2,Cropland,0,0.5,0,0.25,0.25,0.5,TRUE,Ag-dominated
2869,684,17,4,76.47058824,31.410873,116.91384,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2870,665,22,10,54.54545455,30.128011,116.618304,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2872,796,68,41,39.70588235,31.76996,118.355088,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2873,653,51,24,52.94117647,31.861184,117.284922,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2875,666,1,1,0,31.095417,116.90207,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2876,819,47,25,46.80851064,30.024119,116.34803,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2877,671,6,2,66.66666667,32.373979,116.498832,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2878,803,78,45,42.30769231,32.704886,119.026529,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2880,749,1,0,100,31.549437,118.479184,3,Urban,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
2882,225,9,3,66.66666667,33.4530255,117.8850083,1,Natural vegetation,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
2883,823,69,39,43.47826087,33.34421,116.426383,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2884,668,87,50,42.52873563,32.350232,116.273076,3,Urban,2,Cropland,0.25,0.5,0.25,0,0,0.75,TRUE,Ag-dominated
2885,695,91,42,53.84615385,33.840665,115.791037,3,Urban,3,Urban,0.75,0.25,0,0,0,1,TRUE,Urban-dominated
2886,756,71,49,30.98591549,31.15702,117.439766,2,Cropland,1,Natural vegetation,0,0.5,0,0,0.5,0.5,TRUE,Ag-dominated
2888,816,3,3,0,31.484455,118.492964,2,Cropland,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2889,765,76,31,59.21052632,31.714434,118.319357,2,Cropland,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2890,791,1,0,100,32.271894,116.220503,2,Cropland,2,Cropland,0,0.75,0.25,0,0,0.75,TRUE,Ag-dominated
2891,686,18,12,33.33333333,32.775789,117.103527,2,Cropland,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2893,763,3,0,100,31.98873,117.087304,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2894,643,8,0,100,29.961077,118.504612,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2895,801,206,137,33.49514563,31.683019,117.471625,2,Cropland,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2896,802,110,48,56.36363636,30.771958,117.410646,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2897,800,31,12,61.29032258,31.769141,117.754946,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2899,635,6,1,83.33333333,30.27099,116.669977,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2900,339,9,2,77.77777778,31.618256,117.2443,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2901,766,14,4,71.42857143,30.593188,114.273591,3,Urban,3,Urban,0.75,0,0.25,0,0,0.75,TRUE,Urban-dominated
2902,661,7,2,71.42857143,31.332876,117.096014,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2903,791,1,1,0,30.691628,118.98031,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
29033,505,17,14,17.64705882,54.38959,-1.655021,2,Cropland,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2904,796,48,24,50,32.502665,116.521698,5,Other,2,Cropland,0,0.75,0.25,0,0,0.75,TRUE,Ag-dominated
29040,478,43,40,6.976744186,53.81909,-0.9290913,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
29041,811,90,54,40,53.72318,-1.192203,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
29043,830,62,52,16.12903226,53.14185,-0.7950109,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
29044,790,83,21,74.69879518,53.727,-1.381586,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2905,664,8,5,37.5,31.18298,118.794129,2,Cropland,1,Natural vegetation,0,0.25,0,0,0.75,0.25,FALSE,Natural-dominated
2906,210,1,0,100,30.991272,119.936981,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2907,730,1,0,100,29.690279,118.312937,3,Urban,1,Natural vegetation,0.5,0,0,0,0.5,0.5,TRUE,Urban-dominated
2908,702,19,4,78.94736842,30.459931,118.245551,1,Natural vegetation,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2909,685,15,5,66.66666667,33.637904,116.048247,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2910,657,135,74,45.18518519,32.288364,118.315567,3,Urban,3,Urban,0.75,0.25,0,0,0,1,TRUE,Urban-dominated
2911,692,167,101,39.52095808,33.540418,115.637255,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2912,818,1,1,0,31.08593,119.031442,2,Cropland,5,Other,0,0,1,0,0,0,FALSE,Mixed
2913,796,16,3,81.25,32.570486,116.5909,4,Wetland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2914,765,5,1,80,31.645018,117.858773,3,Urban,1,Natural vegetation,0,0,0,0,1,0,FALSE,Natural-dominated
2915,649,1,0,100,29.699942,118.293416,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2916,814,2,0,100,32.407674,116.887689,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2917,669,43,14,67.44186047,38.879326,116.001576,4,Wetland,4,Wetland,0,0,0.5,0.5,0,0,FALSE,Mixed
2918,605,7,0,100,30.4956203,117.0053119,5,Other,2,Cropland,0.25,0.5,0.25,0,0,0.75,TRUE,Ag-dominated
2919,647,5,2,60,30.509513,117.000948,2,Cropland,2,Cropland,0.25,0.5,0.25,0,0,0.75,TRUE,Ag-dominated
2920,638,88,49,44.31818182,32.059642,116.807275,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2921,672,8,4,50,32.641579,116.915776,5,Other,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2922,663,75,32,57.33333333,33.753156,116.979217,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2924,584,61,0,100,29.763863,118.366667,1,Natural vegetation,1,Natural vegetation,0.25,0,0,0,0.75,0.25,FALSE,Natural-dominated
2925,183,30,9,70,31.785615,117.154467,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2926,690,13,2,84.61538462,33.483853,117.215577,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2928,798,7,2,71.42857143,31.130526,118.012738,1,Natural vegetation,1,Natural vegetation,0.25,0,0.25,0,0.5,0.25,FALSE,Natural-dominated
2929,806,2,1,50,30.832508,117.091176,5,Other,5,Other,0,0,0.75,0.25,0,0,FALSE,Mixed
2930,812,105,74,29.52380952,33.316899,117.316955,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2932,766,2,0,100,32.045256,116.621515,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2933,662,75,34,54.66666667,33.219622,116.067254,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2934,326,4,1,75,31.229151,118.288408,3,Urban,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2936,809,96,42,56.25,31.630932,118.517796,2,Cropland,3,Urban,0.75,0.25,0,0,0,1,TRUE,Urban-dominated
2937,674,60,25,58.33333333,32.658297,115.595644,3,Urban,2,Cropland,0.25,0.75,0,0,0,1,TRUE,Ag-dominated
2938,661,146,64,56.16438356,31.71867,118.521306,3,Urban,3,Urban,1,0,0,0,0,1,TRUE,Urban-dominated
2939,650,27,10,62.96296296,32.912195,115.867791,3,Urban,2,Cropland,0.5,0.5,0,0,0,1,TRUE,Urban-dominated
2940,652,1,0,100,31.589232,117.271944,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2941,658,1,0,100,31.539384,116.332494,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2943,667,31,9,70.96774194,30.934479,117.926587,2,Cropland,3,Urban,0.5,0.25,0,0,0.25,0.75,TRUE,Urban-dominated
2944,667,37,24,35.13513514,31.449897,116.423277,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
2946,803,21,14,33.33333333,29.992903,116.466746,5,Other,5,Other,0,0,1,0,0,0,FALSE,Mixed
2947,726,1,1,0,31.657076,117.545139,2,Cropland,2,Cropland,0,1,0,0,0,1,TRUE,Ag-dominated
